pr_author_login,pr_author_name,pr_create_at,pr_merged_at,pr_changed_files,pr_LOC,pr_reviewers,pr_first_review_at,pr_review_commits,pr_review_comments,pr_commits,repo_stars,repo_created_at,repo_external_contribution,repo_team_size,user_followers,user_created_at,user_experience,user_repo_experience,user_main_member,user_watched,user_succ_rate
zhan849,Harry Zhang,2021-07-08T02:13:17Z,2021-07-08T12:59:17Z,2,55,{'Unknown'},2021-07-08 05:40:58,0,1,1,79447,2014-06-06T22:56:04Z,0.9999806580143518,186,15,2012-12-09T20:51:53Z,1.01,1.0,0,0,0.9900990099009901
neolit123,Lubomir I. Ivanov,2021-07-07T23:54:52Z,2021-07-08T08:56:53Z,2,11,{'Unknown'},2021-07-08 00:01:06,0,4,1,79447,2014-06-06T22:56:04Z,0.9999806580143518,186,136,2010-07-14T12:37:48Z,1.01,1.0,0,0,0.0
sejr,Sam Roth,2021-07-07T23:02:12Z,2021-07-08T10:05:13Z,2,231,{'Unknown'},2021-07-07 23:54:14,0,7,1,79447,2014-06-06T22:56:04Z,0.9999806580143518,186,32,2012-09-24T16:04:08Z,33.01,5.0,0,1,0.27264465313541353
liggitt,Jordan Liggitt,2021-07-07T21:31:33Z,2021-07-08T21:02:10Z,3874,73258,{'Unknown'},2021-07-08 00:07:56,21,3,29,79447,2014-06-06T22:56:04Z,0.9999806580143518,186,693,2011-08-15T02:08:01Z,13.01,12.0,0,1,0.3843197540353574
dims,Davanum Srinivas,2021-07-07T21:02:03Z,2021-07-08T15:51:06Z,10,388,{'Unknown'},2021-07-08 02:55:57,0,1,1,79447,2014-06-06T22:56:04Z,0.9999806580143518,186,422,2008-09-05T13:02:45Z,16.009999999999998,7.0,0,0,0.31230480949406625
ehashman,Elana Hashman,2021-07-07T20:29:09Z,2021-07-09T23:49:30Z,8,28,{'Unknown'},2021-07-08 01:18:16,0,1,1,79447,2014-06-06T22:56:04Z,0.9999806580143518,186,186,2013-06-15T17:06:10Z,11.01,8.0,0,0,0.45413260672116257
tkashem,Abu Kashem,2021-07-07T18:53:04Z,2021-07-07T21:20:37Z,1,6,{'Unknown'},2021-07-07 18:58:08,0,1,1,79447,2014-06-06T22:56:04Z,0.9999806580143518,186,12,2014-04-23T15:08:59Z,11.01,11.0,0,1,0.45413260672116257
dims,Davanum Srinivas,2021-07-07T17:50:26Z,2021-07-08T07:12:53Z,67,2402,{'Unknown'},2021-07-07 19:12:50,0,4,3,79447,2014-06-06T22:56:04Z,0.9999806580143518,186,422,2008-09-05T13:02:45Z,16.009999999999998,7.0,0,0,0.31230480949406625
wojtek-t,Wojciech Tyczynski,2021-07-07T06:59:54Z,2021-07-08T10:04:53Z,3,64,{'Unknown'},2021-07-08 05:09:49,0,0,1,79447,2014-06-06T22:56:04Z,0.9999806580143518,186,301,2015-01-28T15:52:15Z,11.01,9.0,0,1,0.5449591280653951
jiahuif,Jiahui Feng,2021-07-07T05:22:50Z,2021-07-09T19:15:01Z,10,334,{'Unknown'},2021-07-07 17:49:03,1,14,3,79447,2014-06-06T22:56:04Z,0.9999806580143518,186,129,2013-02-27T10:55:46Z,8.01,3.0,0,0,0.6242197253433208
thockin,Tim Hockin,2021-07-07T04:38:23Z,2021-07-08T12:59:05Z,3,138,{'Unknown'},2021-07-07 13:46:05,0,18,1,79447,2014-06-06T22:56:04Z,0.9999806580143518,186,1190,2013-10-02T14:46:42Z,8.01,4.0,0,1,0.7490636704119851
tkashem,Abu Kashem,2021-07-06T23:33:50Z,2021-07-09T19:14:54Z,1,6,{'Unknown'},2021-07-08 15:10:14,0,0,1,79447,2014-06-06T22:56:04Z,0.9999806580143518,186,12,2014-04-23T15:08:59Z,11.01,11.0,0,1,0.45413260672116257
bergerhoffer,Andrea Hoffer,2021-07-06T20:28:55Z,2021-07-07T17:44:13Z,81,627,{'Unknown'},2021-07-07 10:55:10,0,0,1,79447,2014-06-06T22:56:04Z,0.9999806580143518,186,3,2014-04-29T21:30:42Z,36.01,0.0,0,0,0.8053318522632602
atiratree,Filip Křepinský,2021-07-06T18:52:44Z,2021-07-08T12:58:53Z,22,12076,{'Unknown'},2021-07-08 01:23:12,0,1,2,79447,2014-06-06T22:56:04Z,0.9999806580143518,186,4,2013-02-20T15:36:16Z,30.009999999999998,3.0,0,0,0.6331222925691437
swetharepakula,Swetha Repakula,2021-07-06T18:33:15Z,2021-07-08T01:09:21Z,2,290,{'Unknown'},2021-07-06 19:26:46,0,6,1,79447,2014-06-06T22:56:04Z,0.9999806580143518,186,41,2012-07-15T20:30:23Z,14.01,3.0,0,0,0.9992862241256246
liggitt,Jordan Liggitt,2021-07-06T16:45:05Z,2021-07-06T20:16:31Z,158,2110,{'Unknown'},2021-07-06 17:03:32,0,1,2,79447,2014-06-06T22:56:04Z,0.9999806580143518,186,693,2011-08-15T02:08:01Z,13.01,12.0,0,1,0.3843197540353574
soltysh,Maciej Szulik,2021-07-06T12:10:50Z,2021-07-06T16:35:02Z,2,92,{'Unknown'},2021-07-06 12:32:29,0,2,1,79447,2014-06-06T22:56:04Z,0.9999806580143518,186,161,2011-01-21T11:21:32Z,14.01,0.0,0,0,0.28551034975017847
sanposhiho,Kensei Nakada,2021-07-06T08:09:30Z,2021-07-06T16:34:55Z,1,2,{'Unknown'},2021-07-06 13:49:52,0,1,1,79447,2014-06-06T22:56:04Z,0.9999806580143518,186,75,2018-10-14T14:29:34Z,39.01,10.0,0,1,0.6408613176108691
boenn,Boen,2021-07-06T07:53:21Z,2021-07-09T13:01:13Z,1,22,{'Unknown'},2021-07-06 18:59:36,0,12,1,79447,2014-06-06T22:56:04Z,0.9999806580143518,186,3,2016-05-15T02:17:41Z,10.01,10.0,0,1,0.0999000999000999
